case_id,request_label,state_id,request_mode,branch,magnitude,r1_physical,r1_image_residual,classification,exact_hard_feasible,feasibility_solver_status,minimum_normalized_linf,tie_break_achieved_normalized_linf,dominant_index,dominant_channel,dominant_wheel,dominant_component,hard_equality_residual,wrench_equality_residual,primitive_residual,r1_residual,minimum_inequality_margin,minimum_torque_margin,minimum_cone_unilateral_margin,minimum_acceleration_margin,minimum_other_margin,active_constraint_signature,tie_break_status,solver_iterations,solver_time_s,duals_if_available,deep_hard_attribution,task_competition_attribution,plant_realization,w_ref_left_Fx,w_ref_left_Fy,w_ref_left_Fz,w_ref_left_Tx,w_ref_left_Ty,w_ref_left_Tz,w_ref_right_Fx,w_ref_right_Fy,w_ref_right_Fz,w_ref_right_Tx,w_ref_right_Ty,w_ref_right_Tz,closest_w_left_Fx,closest_w_left_Fy,closest_w_left_Fz,closest_w_left_Tx,closest_w_left_Ty,closest_w_left_Tz,closest_w_right_Fx,closest_w_right_Fy,closest_w_right_Fz,closest_w_right_Tx,closest_w_right_Ty,closest_w_right_Tz,physical_deviation_left_Fx,physical_deviation_left_Fy,physical_deviation_left_Fz,physical_deviation_left_Tx,physical_deviation_left_Ty,physical_deviation_left_Tz,physical_deviation_right_Fx,physical_deviation_right_Fy,physical_deviation_right_Fz,physical_deviation_right_Tx,physical_deviation_right_Ty,physical_deviation_right_Tz,normalized_deviation_left_Fx,normalized_deviation_left_Fy,normalized_deviation_left_Fz,normalized_deviation_left_Tx,normalized_deviation_left_Ty,normalized_deviation_left_Tz,normalized_deviation_right_Fx,normalized_deviation_right_Fy,normalized_deviation_right_Fz,normalized_deviation_right_Tx,normalized_deviation_right_Ty,normalized_deviation_right_Tz,active_hard_constraints,near_active_hard_constraints
P48B-H0-NOMINAL,authoritative_nominal_h0,H0,nominal,nominal,0.0,NOT APPLICABLE — frozen nominal regression anchor,0.004586300292170454,HARD-INFEASIBLE,NO,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),0.07832043067340007,0.07832043167340452,9,right_Tx,right,Tx,6.661338147750939e-16,3.9160215836697,6.661338147750939e-16,1.3751380591776869e-14,-2.886579864025407e-15,0.5487490557771302,0.1469982184275047,-2.886579864025407e-15,,97,Optimization terminated successfully,54,0.013237406999905943,HiGHS exact/minimax marginals retained only by solver; not used,NOT ENTERED,NOT ENTERED,NOT ENTERED,-0.06319271068216474,0.0,27.675229491866027,0.11327183296816838,0.0025935527300793705,0.0,-0.187485780522428,0.0,28.714612508133982,0.11327183296816838,0.0027966651369644964,0.0,-3.2108640755736353,1.8658671966524212,23.759207908196327,0.309072912151655,0.19839463191357834,-0.08562721597692072,3.5435806149616353,2.4127680203390316,31.336212181185267,-0.08252924621534291,-0.19300441404653598,-0.07140160544235616,-3.1476713648914707,1.8658671966524212,-3.9160215836697,0.1958010791834866,0.19580107918349898,-0.08562721597692072,3.7310663954840635,2.4127680203390316,2.6215996730512856,-0.1958010791835113,-0.19580107918350048,-0.07140160544235616,-0.06295342729782942,0.037317343933048426,-0.078320431673394,0.07832043167339464,0.0783204316733996,-0.03425088639076829,0.07462132790968128,0.048255360406780634,0.052431993461025714,-0.07832043167340452,-0.07832043167340019,-0.028560642176942465,97,
P48B-H0-R1-INTERIOR,r1_hard_interior_anchor,H0,nominal,anchor,0.0,PASS,1.475935226578098e-14,EXACT HARD-FEASIBLE,YES,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1.0241807402167069e-14,11,right_Tz,right,Tz,3.260434193504043e-11,2.5604518505417673e-14,3.260434193504043e-11,1.597221579958847e-14,0.2985116596376416,0.5538887296513378,0.2985116596376611,0.2985116596376416,,,NOT REQUIRED — exact feasible,41,0.003411534000406391,HiGHS exact/minimax marginals retained only by solver; not used,NOT ENTERED,NOT ENTERED,NOT ENTERED,0.048504699187731815,0.11251887952263932,36.89638217970225,0.28448799399583685,0.004295121918474648,-0.001153020417843922,0.14753187731439787,0.10527989780143471,36.974702391449576,-0.2706447833067291,-0.0022051479549447094,0.0003892454477836503,0.04850469918773204,0.11251887952263898,36.89638217970226,0.28448799399583685,0.004295121918474771,-0.0011530204178669817,0.14753187731439787,0.10527989780143433,36.974702391449576,-0.2706447833067291,-0.0022051479549447025,0.0003892454478092548,2.220446049250313e-16,-3.469446951953614e-16,7.105427357601002e-15,0.0,1.231653667943533e-16,-2.3059679166159697e-14,0.0,-3.7470027081099033e-16,0.0,0.0,6.938893903907228e-18,2.5604518505417673e-14,4.440892098500626e-18,-6.938893903907228e-18,1.4210854715202004e-16,0.0,4.926614671774132e-17,-9.223871666463878e-15,0.0,-7.494005416219807e-18,0.0,0.0,2.7755575615628915e-18,1.0241807402167069e-14,,
P48B-H0-COMMON-FX-POSITIVE,common_Fx,H0,common,positive,0.05,PASS,1.4759352323649427e-14,HARD-INFEASIBLE,NO,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),0.030268169345699127,0.030268170345699303,8,right_Fz,right,Fz,6.938893903907228e-16,1.5134085172849652,6.938893903907228e-16,1.6567726069207586e-14,1.1102230246251565e-15,0.5162748270099449,0.3027716389779886,1.1102230246251565e-15,,96,Optimization terminated successfully,47,0.008241632000135724,HiGHS exact/minimax marginals retained only by solver; not used,NOT ENTERED,NOT ENTERED,NOT ENTERED,2.548504699187732,0.11251887952263932,36.89638212715392,0.28448799399583685,0.004747452011916254,-0.001153020417843922,2.647531877314398,0.10527989780143471,36.97470243016372,-0.2706447833067291,-0.0015669116901751209,0.0003892454477836503,1.0350961819027944,0.1121787098649349,38.40978362841736,0.29582608412183503,-0.07092297385233182,-0.00876058993404364,1.1341233600294363,0.10621777760071224,38.48811094744868,-0.2819429732367666,-0.07723733755442316,0.007656793811142922,-1.5134085172849376,-0.00034016965770442,1.5134015012634379,0.01133809012599818,-0.07567042586424808,-0.007607569516199718,-1.5134085172849616,0.0009378797992775356,1.5134085172849652,-0.011298189930037505,-0.07567042586424805,0.007267548363359272,-0.03026817034569875,-6.803393154088399e-06,0.030268030025268757,0.004535236050399271,-0.03026817034569923,-0.0030430278064798874,-0.030268170345699234,1.8757595985550713e-05,0.030268170345699303,-0.004519275972015002,-0.03026817034569922,0.0029070193453437088,96,
P48B-H0-COMMON-FX-NEGATIVE,common_Fx,H0,common,negative,0.05,PASS,1.4759352207912538e-14,HARD-INFEASIBLE,NO,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),0.035659387787353225,0.03565938878735323,0,left_Fx,left,Fx,5.551115123125783e-16,1.7829694393676616,3.7972145173839574e-16,1.5270610036427616e-14,0.0,0.5867773304137885,0.2792767882099256,0.0,,"96,100,103",Optimization terminated successfully,55,0.008189383001081296,HiGHS exact/minimax marginals retained only by solver; not used,NOT ENTERED,NOT ENTERED,NOT ENTERED,-2.451495300812268,0.11251887952263932,36.89638223225058,0.28448799399583685,0.0038427918250330414,-0.001153020417843922,-2.352468122685602,0.10527989780143471,36.974702352735434,-0.2706447833067291,-0.002843384219714298,0.0003892454477836503,-0.6685258614446064,0.11416479452236364,35.11341472211992,0.27120415932213865,0.07623833215687839,0.0046064771048350845,-0.5694986833179407,0.1043807755133876,35.19173291336779,-0.25731217556944247,0.06907265187203958,-0.004723083824986873,1.7829694393676616,0.0016459149997243155,-1.7829675101306606,-0.013283834673698203,0.07239554033184535,0.0057594975226790066,1.7829694393676614,-0.0008991222880471023,-1.7829694393676476,0.013332607737286617,0.07191603609175387,-0.005112329272770524,0.03565938878735323,3.291829999448631e-05,-0.03565935020261321,-0.005313533869479281,0.028958216132738142,0.0023037990090716024,0.035659388787353224,-1.7982445760942045e-05,-0.035659388787352954,0.0053330430949146464,0.028766414436701547,-0.0020449317091082095,"96,100,103",
P48B-H0-COMMON-FZ-POSITIVE,common_Fz,H0,common,positive,0.05,PASS,1.575728853210937e-14,HARD-INFEASIBLE,NO,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),0.0058408653932665085,0.005840866393267561,2,left_Fz,left,Fz,5.655198531684391e-16,0.29204331966337804,5.655198531684391e-16,1.694136919097238e-14,0.12954875678378086,0.5081323011511798,0.30905963756608296,0.12954875678378086,,,Optimization terminated successfully,54,0.010243984999760869,HiGHS exact/minimax marginals retained only by solver; not used,NOT ENTERED,NOT ENTERED,NOT ENTERED,0.04850464663940389,0.11251887952263932,39.39638217970225,0.2844879939958374,0.004585553220323753,-0.001153020417843922,0.14753191602854013,0.10527989780143471,39.474702391449576,-0.2706447833067281,-0.0023567929812445625,0.0003892454477836503,-0.24353867302392462,0.06624238358402401,39.10433886003887,0.29909015997900434,0.019159600047136606,-0.015755186401010195,0.43957523569186563,0.18025158104574523,39.439707615480565,-0.28524694928989397,0.00023643771450608026,-0.01243374826824404,-0.2920433196633285,-0.04627649593861531,-0.29204331966337804,0.014602165983166937,0.014574046826812853,-0.014602165983166273,0.29204331966332553,0.07497168324431053,-0.034994775969011016,-0.014602165983165882,0.0025932306957506426,-0.01282299371602769,-0.0058408663932665705,-0.0009255299187723062,-0.005840866393267561,0.005840866393266775,0.005829618730725141,-0.005840866393266509,0.005840866393266511,0.0014994336648862106,-0.0006998955193802203,-0.005840866393266353,0.001037292278300257,-0.005129197486411076,,
P48B-H0-COMMON-FZ-NEGATIVE,common_Fz,H0,common,negative,0.05,PASS,1.3761415999452595e-14,HARD-INFEASIBLE,NO,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is Infeasible),0.0058408653932665025,0.005840866393267108,9,right_Tx,right,Tx,4.996003610813204e-16,0.29204331966332164,3.9898639947466563e-16,1.5003062405238765e-14,0.21994277743373836,0.5771351786364816,0.27702718059307524,0.21994277743373836,,,Optimization terminated successfully,49,0.012070287000824464,HiGHS exact/minimax marginals retained only by solver; not used,NOT ENTERED,NOT ENTERED,NOT ENTERED,0.04850475173605974,0.11251887952263932,34.39638217970225,0.2844879939958363,0.004004690616625542,-0.001153020417843922,0.14753183860025562,0.10527989780143471,34.474702391449576,-0.2706447833067301,-0.0020535029286448563,0.0003892454477836503,0.34054807139938137,0.15879537561687196,34.68842549936552,0.26988582801267125,-0.01056891603992078,0.013449145565322302,-0.14451148106306588,0.030308214523838514,34.509697167321654,-0.2560426173235623,-0.004646289994338694,0.01321223800083714,0.29204331966332164,0.046276496094232636,0.29204331966327146,-0.01460216598316505,-0.014573606656546322,0.014602165983166224,-0.29204331966332153,-0.0749716832775962,0.034994775872078776,0.01460216598316777,-0.002592787065693838,0.01282299255305349,0.0058408663932664326,0.0009255299218846527,0.005840866393265429,-0.00584086639326602,-0.005829442662618528,0.00584086639326649,-0.005840866393266431,-0.0014994336655519238,0.0006998955174415756,0.005840866393267108,-0.0010371148262775351,0.0051291970212213964,,
P48B-H0-COMMON-TY-POSITIVE,common_Ty,H0,common,positive,0.05,PASS,1.4522242496339645e-14,HARD-INFEASIBLE,NO,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),0.030162913009732364,0.03016291400973259,8,right_Fz,right,Fz,6.38378239159465e-16,1.5081457004866294,6.38378239159465e-16,1.6332075902784392e-14,-1.9984014443252818e-15,0.4933985230040844,0.2969942304845175,-1.9984014443252818e-15,,96,Optimization terminated successfully,45,0.008174520000466146,HiGHS exact/minimax marginals retained only by solver; not used,NOT ENTERED,NOT ENTERED,NOT ENTERED,2.548504699187732,0.11251887952612301,38.50157776390119,0.28448799399583885,0.0049339316414221315,-0.00115302042091273,2.647531877314398,0.10527989780093874,36.380702003207205,-0.27064478330672964,-0.00153088080367962,0.00038924544772843026,1.0403589987011213,-0.6250204954401941,40.00971644836267,0.25915974037956246,-0.07047335338290889,-0.010009788183755721,1.1393861768277818,-0.5391435335964677,37.888847703693834,-0.3202824480982818,-0.07693816582801054,0.006614780129982411,-1.5081457004866108,-0.7375393749663172,1.5081386844614784,-0.025328253616276386,-0.07540728502433101,-0.008856767762842992,-1.5081457004866161,-0.6444234313974064,1.5081457004866294,-0.04963766479155218,-0.07540728502433092,0.00622553468225398,-0.030162914009732214,-0.014750787499326344,0.030162773689229566,-0.010131301446510555,-0.030162914009732405,-0.0035427071051371967,-0.03016291400973232,-0.01288846862794813,0.03016291400973259,-0.019855065916620875,-0.030162914009732367,0.002490213872901592,96,
P48B-H0-COMMON-TY-NEGATIVE,common_Ty,H0,common,negative,0.05,PASS,1.4996462035222323e-14,HARD-INFEASIBLE,NO,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),0.03519738735372924,0.03519738835372926,6,right_Fx,right,Fx,5.551115123125783e-16,1.7598694176864629,3.434752482434078e-16,1.5513281704365658e-14,-4.440892098500626e-16,0.5783162952393638,0.26601565397414,-4.440892098500626e-16,,"96,100,103",Optimization terminated successfully,58,0.008528445998308598,HiGHS exact/minimax marginals retained only by solver; not used,NOT ENTERED,NOT ENTERED,NOT ENTERED,-2.451495300812268,0.11251887951915564,35.29118659550331,0.28448799399583485,0.003656312195527164,-0.001153020414775114,-2.352468122685602,0.10527989780193067,37.56870277969195,-0.27064478330672853,-0.002879415106209799,0.00038924544783887035,-0.6916258831258073,0.8552766432304685,33.53131910705556,0.3082368983011138,0.07850747161775398,0.006387848313835043,-0.5925987049991392,0.7504736478498674,35.808833362005494,-0.21903239347570075,0.07030143977344909,-0.0034616655149194674,1.7598694176864607,0.7427577637113129,-1.7598674884477532,0.02374890430527893,0.07485115942222682,0.007540868728610157,1.7598694176864629,0.6451937500479367,-1.7598694176864527,0.05161238983102778,0.07318085487965889,-0.003850910962758338,0.035197388353729216,0.014855155274226256,-0.03519734976895506,0.009499561722111572,0.02994046376889073,0.0030163474914440625,0.03519738835372926,0.012903875000958734,-0.035197388353729056,0.020644955932411113,0.029272341951863557,-0.001540364385103335,"96,100,103",
P48B-H0-DIFFERENTIAL-FY-POSITIVE,differential_Fy,H0,differential,positive,0.05,PASS,1.475975884159566e-14,HARD-INFEASIBLE,NO,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),0.04259030595726771,0.04259030695726988,0,left_Fx,left,Fx,8.187894806610529e-16,2.129515347863494,6.765421556309548e-16,1.5137149013565137e-14,-2.2648549702353193e-14,0.5063577998401305,0.2550953889773657,-2.2648549702353193e-14,,"100,101",Optimization terminated successfully,48,0.008564725998439826,HiGHS exact/minimax marginals retained only by solver; not used,NOT ENTERED,NOT ENTERED,NOT ENTERED,0.048504699187731815,2.6125188795226393,36.89638217970225,0.28448799399583685,0.004295121918475278,-0.0011530204178439216,0.14753187731439787,-2.394720102198565,36.974702391449576,-0.2706447833067291,-0.002205147954944583,0.0003892454477836501,2.178020047051226,0.48300353165925447,35.95621927419536,0.2952777679828389,-0.07852832636504944,0.08408902978935662,-1.9819772480936486,-0.2652047543352243,34.84518704358624,-0.27268557149751416,0.07193298803103591,0.07480307630018265,2.129515347863494,-2.129515347863385,-0.9401629055068881,0.010789773987002038,-0.08282344828352473,0.08524205020720053,-2.1295091254080463,2.129515347863341,-2.1295153478633324,-0.00204078819078507,0.0741381359859805,0.074413830852399,0.04259030695726988,-0.0425903069572677,-0.018803258110137763,0.004315909594800815,-0.03312937931340989,0.034096820082880216,-0.04259018250816093,0.042590306957266816,-0.04259030695726665,-0.000816315276314028,0.0296552543943922,0.029765532340959598,"100,101",
P48B-H0-DIFFERENTIAL-FY-NEGATIVE,differential_Fy,H0,differential,negative,0.05,PASS,1.4758945689966297e-14,HARD-INFEASIBLE,NO,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),0.042535731464298634,0.0425357324642988,2,left_Fz,left,Fz,5.551115123125783e-16,2.12678662321494,3.235259282696745e-16,1.5610386954479923e-14,0.0,0.5050165639691757,0.24914015377079202,0.0,,"98,103",Optimization terminated successfully,59,0.01110918400081573,HiGHS exact/minimax marginals retained only by solver; not used,NOT ENTERED,NOT ENTERED,NOT ENTERED,0.048504699187731815,-2.3874811204773607,36.89638217970225,0.28448799399583685,0.004295121918474017,-0.0011530204178439225,0.14753187731439787,2.605279897801435,36.974702391449576,-0.2706447833067291,-0.002205147954944836,0.0003892454477836505,-2.078275661986596,-0.2606944972624257,34.76959555648731,0.2505680337729449,0.07499291823050458,-0.08717436721640075,2.274318500529331,0.4784932745865047,36.06146658007449,-0.24565448158691078,-0.08568457459165009,-0.07469975973981868,-2.126780361174328,2.126786623214935,-2.12678662321494,-0.033919960222891954,0.07069779631203056,-0.08602134679855683,2.126786623214933,-2.1267866232149304,-0.9132358113750882,0.02499030171981831,-0.08347942663670525,-0.07508900518760234,-0.04253560722348656,0.042535732464298696,-0.0425357324642988,-0.01356798408915678,0.028279118524812224,-0.03440853871942273,0.04253573246429866,-0.042535732464298606,-0.018264716227501764,0.009996120687927323,-0.0333917706546821,-0.030035602075040933,"98,103",
